freelancer_id,preference
freelancer_2679,RPG
freelancer_2680,"RPG, Strategi, MOBA"
freelancer_2681,"Strategi, Aksi/Petualangan, FPS"
freelancer_2682,"FPS, MOBA, Strategi"
freelancer_2683,MOBA
freelancer_2684,"Strategi, Battle Royal, FPS"
freelancer_2685,MOBA
freelancer_2686,"Strategi, Aksi/Petualangan"
freelancer_2687,FPS
freelancer_2688,RPG
freelancer_2689,"MOBA, RPG"
freelancer_2690,"Strategi, Aksi/Petualangan"
freelancer_2691,"Aksi/Petualangan, MOBA, Battle Royal"
freelancer_2692,"Strategi, MOBA"
freelancer_2693,"Aksi/Petualangan, Battle Royal"
freelancer_2694,"Battle Royal, RPG"
freelancer_2695,"Aksi/Petualangan, Strategi, RPG"
freelancer_2696,"Battle Royal, Aksi/Petualangan"
freelancer_2697,"Strategi, Aksi/Petualangan"
freelancer_2698,"Strategi, FPS, MOBA"
freelancer_2699,"Aksi/Petualangan, Battle Royal"
freelancer_2700,"FPS, Battle Royal"
freelancer_2701,"RPG, Aksi/Petualangan"
freelancer_2702,RPG
freelancer_2703,Strategi
freelancer_2704,"Aksi/Petualangan, Battle Royal, FPS"
freelancer_2705,"Strategi, Aksi/Petualangan"
freelancer_2706,"RPG, Aksi/Petualangan"
freelancer_2707,Strategi
freelancer_2708,"Strategi, Aksi/Petualangan"
freelancer_2709,"Strategi, Aksi/Petualangan, RPG"
freelancer_2710,"Aksi/Petualangan, FPS, Battle Royal"
freelancer_2711,"Strategi, Aksi/Petualangan"
freelancer_2712,"MOBA, FPS"
freelancer_2713,"RPG, Battle Royal"
freelancer_2714,"RPG, FPS, Aksi/Petualangan"
freelancer_2715,Aksi/Petualangan
freelancer_2716,"Strategi, Aksi/Petualangan, FPS"
freelancer_2717,"Battle Royal, MOBA, Aksi/Petualangan"
freelancer_2718,"Battle Royal, Strategi"
freelancer_2719,Aksi/Petualangan
freelancer_2720,Aksi/Petualangan
freelancer_2721,"FPS, MOBA, Aksi/Petualangan"
freelancer_2722,"Strategi, MOBA, Battle Royal"
freelancer_2723,"MOBA, FPS"
freelancer_2724,"Battle Royal, Strategi, RPG"
freelancer_2725,"MOBA, Aksi/Petualangan"
freelancer_2726,"FPS, Strategi"
freelancer_2727,"Aksi/Petualangan, Strategi"
freelancer_2728,"Aksi/Petualangan, FPS"
freelancer_2729,"RPG, MOBA"
freelancer_2730,"MOBA, Aksi/Petualangan"
freelancer_2731,"FPS, RPG"
freelancer_2732,"Strategi, Battle Royal, MOBA"
freelancer_2733,Battle Royal
freelancer_2734,FPS
freelancer_2735,FPS
freelancer_2736,Strategi
freelancer_2737,RPG
freelancer_2738,"MOBA, Battle Royal, FPS"
freelancer_2739,"RPG, FPS, Aksi/Petualangan"
freelancer_2740,Battle Royal
freelancer_2741,"Battle Royal, MOBA"
freelancer_2742,Strategi
freelancer_2743,"Aksi/Petualangan, RPG"
freelancer_2744,"Strategi, RPG"
freelancer_2745,"RPG, Battle Royal"
freelancer_2746,Battle Royal
freelancer_2747,"Battle Royal, Strategi, MOBA"
freelancer_2748,"Aksi/Petualangan, RPG, Battle Royal"
freelancer_2749,MOBA
freelancer_2750,"MOBA, Aksi/Petualangan, Strategi"
freelancer_2751,"Aksi/Petualangan, RPG, MOBA"
freelancer_2752,RPG
freelancer_2753,"MOBA, FPS, Battle Royal"
freelancer_2754,"RPG, FPS, Strategi"
freelancer_2755,"Strategi, MOBA, RPG"
freelancer_2756,"RPG, Strategi, MOBA"
freelancer_2757,Aksi/Petualangan
freelancer_2758,"RPG, FPS"
freelancer_2759,"RPG, FPS, Battle Royal"
freelancer_2760,Aksi/Petualangan
freelancer_2761,"RPG, MOBA, Strategi"
freelancer_2762,Aksi/Petualangan
freelancer_2763,"Aksi/Petualangan, Battle Royal"
freelancer_2764,"Aksi/Petualangan, Battle Royal"
freelancer_2765,"FPS, MOBA"
freelancer_2766,RPG
freelancer_2767,"MOBA, FPS, Aksi/Petualangan"
freelancer_2768,"FPS, MOBA, Strategi"
freelancer_2769,"RPG, Battle Royal, Strategi"
freelancer_2770,"Aksi/Petualangan, MOBA"
freelancer_2771,"RPG, MOBA, Aksi/Petualangan"
freelancer_2772,MOBA
freelancer_2773,Battle Royal
freelancer_2774,"Strategi, MOBA, Battle Royal"
freelancer_2775,RPG
freelancer_2776,"RPG, Battle Royal, FPS"
freelancer_2777,"MOBA, Strategi"
freelancer_2778,MOBA
freelancer_2779,MOBA
freelancer_2780,Battle Royal
freelancer_2781,"Battle Royal, RPG, Strategi"
freelancer_2782,Battle Royal
freelancer_2783,Strategi
freelancer_2784,"Battle Royal, Aksi/Petualangan"
freelancer_2785,RPG
freelancer_2786,Strategi
freelancer_2787,"Aksi/Petualangan, Strategi"
freelancer_2788,"Battle Royal, RPG, Aksi/Petualangan"
freelancer_2789,Aksi/Petualangan
freelancer_2790,"Aksi/Petualangan, RPG"
freelancer_2791,Battle Royal
freelancer_2792,"RPG, FPS"
freelancer_2793,Strategi
freelancer_2794,"Strategi, Aksi/Petualangan"
freelancer_2795,FPS
freelancer_2796,FPS
freelancer_2797,"Aksi/Petualangan, Strategi, Battle Royal"
freelancer_2798,Battle Royal
freelancer_2799,Aksi/Petualangan
freelancer_2800,"MOBA, RPG, Aksi/Petualangan"
freelancer_2801,"FPS, Battle Royal, RPG"
freelancer_2802,"RPG, Battle Royal, Aksi/Petualangan"
freelancer_2803,Strategi
freelancer_2804,"Strategi, Battle Royal, RPG"
freelancer_2805,Battle Royal
freelancer_2806,"Aksi/Petualangan, Battle Royal, MOBA"
freelancer_2807,Strategi
freelancer_2808,"MOBA, Battle Royal"
freelancer_2809,Aksi/Petualangan
freelancer_2810,"Aksi/Petualangan, Strategi, RPG"
freelancer_2811,"RPG, Aksi/Petualangan"
freelancer_2812,MOBA
freelancer_2813,"Strategi, RPG"
freelancer_2814,"MOBA, Aksi/Petualangan"
freelancer_2815,"Aksi/Petualangan, MOBA"
freelancer_2816,Aksi/Petualangan
freelancer_2817,"MOBA, Strategi, FPS"
freelancer_2818,Battle Royal
freelancer_2819,"Battle Royal, FPS, Aksi/Petualangan"
freelancer_2820,"MOBA, Aksi/Petualangan"
freelancer_2821,"MOBA, RPG, Aksi/Petualangan"
freelancer_2822,"MOBA, Aksi/Petualangan"
freelancer_2823,"Strategi, Aksi/Petualangan, FPS"
freelancer_2824,"FPS, RPG"
freelancer_2825,Battle Royal
freelancer_2826,"Aksi/Petualangan, Battle Royal, FPS"
freelancer_2827,"MOBA, FPS"
freelancer_2828,"RPG, Strategi, MOBA"
freelancer_2829,"RPG, MOBA"
freelancer_2830,Aksi/Petualangan
freelancer_2831,"Aksi/Petualangan, RPG"
freelancer_2832,"Strategi, Battle Royal, RPG"
freelancer_2833,"FPS, Strategi, Aksi/Petualangan"
freelancer_2834,"RPG, MOBA, Battle Royal"
freelancer_2835,"Aksi/Petualangan, RPG"
freelancer_2836,"FPS, MOBA, Battle Royal"
freelancer_2837,RPG
freelancer_2838,"MOBA, Aksi/Petualangan, RPG"
freelancer_2839,Strategi
freelancer_2840,"RPG, Strategi"
freelancer_2841,"FPS, Battle Royal, MOBA"
freelancer_2842,"FPS, RPG, Strategi"
freelancer_2843,"Aksi/Petualangan, MOBA, Battle Royal"
freelancer_2844,RPG
freelancer_2845,Strategi
freelancer_2846,MOBA
freelancer_2847,Aksi/Petualangan
freelancer_2848,"Strategi, FPS, Aksi/Petualangan"
freelancer_2849,"Battle Royal, Strategi"
freelancer_2850,"FPS, Battle Royal, Aksi/Petualangan"
freelancer_2851,"FPS, Battle Royal"
freelancer_2852,"Battle Royal, FPS"
freelancer_2853,Battle Royal
freelancer_2854,"MOBA, FPS, Aksi/Petualangan"
freelancer_2855,"MOBA, Aksi/Petualangan, RPG"
freelancer_2856,"MOBA, FPS"
freelancer_2857,"Battle Royal, Aksi/Petualangan, RPG"
freelancer_2858,"RPG, Strategi, MOBA"
freelancer_2859,FPS
freelancer_2860,"Battle Royal, FPS"
freelancer_2861,"MOBA, RPG, FPS"
freelancer_2862,"Strategi, Aksi/Petualangan"
freelancer_2863,FPS
freelancer_2864,"FPS, Battle Royal, MOBA"
freelancer_2865,RPG
freelancer_2866,"Strategi, Aksi/Petualangan"
freelancer_2867,"Strategi, MOBA, RPG"
freelancer_2868,"FPS, Strategi, MOBA"
freelancer_2869,Strategi
freelancer_2870,"MOBA, Strategi"
freelancer_2871,"FPS, Battle Royal, RPG"
freelancer_2872,Strategi
freelancer_2873,"Battle Royal, FPS, MOBA"
freelancer_2874,"MOBA, Aksi/Petualangan, FPS"
freelancer_2875,MOBA
freelancer_2876,"RPG, MOBA"
freelancer_2877,FPS
freelancer_2878,Aksi/Petualangan
freelancer_2879,"MOBA, Strategi"
freelancer_2880,"RPG, MOBA, Battle Royal"
freelancer_2881,"FPS, RPG"
freelancer_2882,"Aksi/Petualangan, Strategi"
freelancer_2883,"MOBA, Strategi"
freelancer_2884,Strategi
freelancer_2885,"Aksi/Petualangan, MOBA"
freelancer_2886,"Battle Royal, RPG, Strategi"
freelancer_2887,MOBA
freelancer_2888,Aksi/Petualangan
freelancer_2889,"MOBA, RPG, FPS"
freelancer_2890,"RPG, Strategi"
freelancer_2891,"FPS, RPG, Battle Royal"
freelancer_2892,MOBA
freelancer_2893,Battle Royal
freelancer_2894,"RPG, Strategi, Battle Royal"
freelancer_2895,Aksi/Petualangan
freelancer_2896,"Battle Royal, Strategi"
freelancer_2897,"FPS, Battle Royal"
freelancer_2898,"Aksi/Petualangan, MOBA, Strategi"
freelancer_2899,FPS
freelancer_2900,"MOBA, RPG"
freelancer_2901,Battle Royal
freelancer_2902,"Battle Royal, Strategi, MOBA"
freelancer_2903,Battle Royal
freelancer_2904,"Aksi/Petualangan, FPS"
freelancer_2905,FPS
freelancer_2906,"Battle Royal, Strategi, FPS"
freelancer_2907,"Aksi/Petualangan, Battle Royal, Strategi"
freelancer_2908,Battle Royal
freelancer_2909,"Strategi, Aksi/Petualangan, Battle Royal"
freelancer_2910,"Strategi, Aksi/Petualangan"
freelancer_2911,"RPG, MOBA, Battle Royal"
freelancer_2912,"RPG, MOBA, Aksi/Petualangan"
freelancer_2913,"RPG, Strategi, FPS"
freelancer_2914,"Aksi/Petualangan, FPS, RPG"
freelancer_2915,Aksi/Petualangan
freelancer_2916,"Strategi, Battle Royal"
freelancer_2917,"Battle Royal, Aksi/Petualangan"
freelancer_2918,FPS
freelancer_2919,"Strategi, Aksi/Petualangan, Battle Royal"
freelancer_2920,"Battle Royal, Aksi/Petualangan, FPS"
freelancer_2921,"RPG, Strategi, Aksi/Petualangan"
freelancer_2922,"Aksi/Petualangan, FPS"
freelancer_2923,"MOBA, Aksi/Petualangan"
freelancer_2924,MOBA
freelancer_2925,"Battle Royal, MOBA, Aksi/Petualangan"
freelancer_2926,"RPG, Battle Royal, MOBA"
freelancer_2927,"Strategi, MOBA"
freelancer_2928,FPS
freelancer_2929,"RPG, Aksi/Petualangan"
freelancer_2930,"Strategi, Aksi/Petualangan, Battle Royal"
freelancer_2931,"FPS, RPG"
freelancer_2932,"Strategi, FPS, MOBA"
freelancer_2933,MOBA
freelancer_2934,MOBA
freelancer_2935,FPS
freelancer_2936,"Strategi, Aksi/Petualangan"
freelancer_2937,"FPS, MOBA, RPG"
freelancer_2938,"MOBA, FPS"
freelancer_2939,RPG
freelancer_2940,"Battle Royal, Strategi, Aksi/Petualangan"
freelancer_2941,RPG
freelancer_2942,"Strategi, Battle Royal, RPG"
freelancer_2943,"Strategi, FPS, MOBA"
freelancer_2944,RPG
freelancer_2945,Strategi
freelancer_2946,Aksi/Petualangan
freelancer_2947,"FPS, Aksi/Petualangan, MOBA"
freelancer_2948,"FPS, Aksi/Petualangan"
freelancer_2949,MOBA
freelancer_2950,"FPS, MOBA"
freelancer_2951,"Battle Royal, Aksi/Petualangan, RPG"
freelancer_2952,Aksi/Petualangan
freelancer_2953,"MOBA, Strategi"
freelancer_2954,"FPS, Aksi/Petualangan"
freelancer_2955,"Strategi, RPG, Aksi/Petualangan"
freelancer_2956,"Strategi, RPG"
freelancer_2957,"MOBA, FPS"
freelancer_2958,MOBA
freelancer_2959,"MOBA, Aksi/Petualangan, FPS"
freelancer_2960,Battle Royal
freelancer_2961,"Battle Royal, Strategi"
freelancer_2962,"RPG, MOBA"
freelancer_2963,"FPS, Battle Royal, MOBA"
freelancer_2964,"Battle Royal, FPS, RPG"
freelancer_2965,Aksi/Petualangan
freelancer_2966,MOBA
freelancer_2967,Aksi/Petualangan
freelancer_2968,"Aksi/Petualangan, FPS, RPG"
freelancer_2969,"Strategi, Battle Royal, FPS"
freelancer_2970,"FPS, Battle Royal, MOBA"
freelancer_2971,Battle Royal
freelancer_2972,"Strategi, FPS, Battle Royal"
freelancer_2973,"Battle Royal, Strategi"
freelancer_2974,MOBA
freelancer_2975,"MOBA, FPS"
freelancer_2976,"RPG, Strategi, Battle Royal"
freelancer_2977,Aksi/Petualangan
freelancer_2978,"FPS, RPG, Strategi"
freelancer_2979,"Battle Royal, Aksi/Petualangan"
freelancer_2980,"FPS, RPG"
freelancer_2981,Battle Royal
freelancer_2982,"Battle Royal, RPG, FPS"
freelancer_2983,"Battle Royal, Strategi, RPG"
freelancer_2984,Aksi/Petualangan
freelancer_2985,Strategi
freelancer_2986,"RPG, Battle Royal"
freelancer_2987,"FPS, Strategi, RPG"
freelancer_2988,"Strategi, FPS, Battle Royal"
freelancer_2989,"Aksi/Petualangan, FPS"
freelancer_2990,"RPG, FPS, Battle Royal"
freelancer_2991,Aksi/Petualangan
freelancer_2992,Aksi/Petualangan
freelancer_2993,"Strategi, FPS, Battle Royal"
freelancer_2994,"RPG, FPS, Battle Royal"
freelancer_2995,"Battle Royal, RPG, Aksi/Petualangan"
freelancer_2996,"FPS, Strategi, RPG"
freelancer_2997,"Aksi/Petualangan, RPG, FPS"
freelancer_2998,FPS
freelancer_2999,"Strategi, FPS"
freelancer_3000,"Aksi/Petualangan, RPG"
