ID,Skill,Genre,Experience,Difficulty Rating
656,Advanced,Platformer,5 years,Moderate
657,Advanced,FPS,4 years,Easy
658,Advanced,Racing,1.5 years,Challenging
659,Beginner,Strategy,5 years,Moderate
660,Advanced,Sports,6 months,Challenging
661,Intermediate,Adventure,2 years,Easy
662,Advanced,RPG,4 years,Challenging
663,Intermediate,Sports,4 years,Challenging
664,Advanced,Strategy,5 years,Difficult
665,Advanced,Strategy,1.5 years,Moderate
666,Intermediate,Racing,2 years,Difficult
667,Advanced,FPS,6 months,Easy
668,Beginner,FPS,1.5 years,Difficult
669,Intermediate,Puzzle,6 months,Difficult
670,Beginner,Racing,5 years,Easy
671,Advanced,Puzzle,4 years,Moderate
672,Beginner,Puzzle,6 months,Difficult
673,Intermediate,RPG,1.5 years,Easy
674,Intermediate,Racing,2 years,Challenging
675,Beginner,Strategy,2 years,Difficult
676,Intermediate,Puzzle,2.5 years,Challenging
677,Intermediate,Strategy,2.5 years,Easy
678,Beginner,Platformer,5 years,Moderate
679,Advanced,Sports,4 years,Challenging
680,Beginner,Strategy,2.5 years,Challenging
681,Beginner,Strategy,6 months,Easy
682,Beginner,Strategy,2.5 years,Easy
683,Beginner,Adventure,5 years,Challenging
684,Intermediate,Platformer,3 years,Challenging
685,Beginner,RPG,6 months,Moderate
686,Advanced,FPS,3 years,Difficult
687,Advanced,Puzzle,1.5 years,Difficult
688,Advanced,Racing,6 months,Moderate
689,Beginner,FPS,1 year,Easy
690,Advanced,Sports,6 months,Moderate
691,Beginner,Adventure,6 months,Easy
692,Advanced,Adventure,3 years,Challenging
693,Intermediate,RPG,5 years,Easy
694,Intermediate,Strategy,1.5 years,Moderate
695,Beginner,RPG,4 years,Easy
696,Intermediate,Puzzle,2.5 years,Challenging
697,Intermediate,Platformer,2 years,Difficult
698,Advanced,Platformer,1 year,Difficult
699,Beginner,RPG,4 years,Easy
700,Intermediate,RPG,1 year,Moderate
701,Intermediate,Puzzle,3 years,Easy
702,Intermediate,Strategy,4 years,Difficult
703,Beginner,Platformer,2 years,Difficult
704,Intermediate,Strategy,4 years,Difficult
705,Intermediate,FPS,1 year,Difficult
706,Advanced,Platformer,1 year,Challenging
707,Advanced,Platformer,2 years,Difficult
708,Advanced,Strategy,3 years,Difficult
709,Advanced,Racing,4 years,Challenging
710,Intermediate,Puzzle,2.5 years,Challenging
711,Intermediate,FPS,1.5 years,Difficult
712,Intermediate,Simulation,1.5 years,Challenging
713,Beginner,RPG,1 year,Challenging
714,Beginner,Puzzle,4 years,Difficult
715,Advanced,Simulation,2 years,Easy
716,Beginner,Adventure,2 years,Difficult
717,Beginner,Platformer,1 year,Challenging
718,Advanced,RPG,3 years,Moderate
719,Intermediate,Racing,2.5 years,Difficult
720,Advanced,Platformer,5 years,Moderate
721,Intermediate,Sports,4 years,Moderate
722,Advanced,Sports,2.5 years,Easy
723,Beginner,Racing,1.5 years,Challenging
724,Beginner,FPS,5 years,Easy
725,Beginner,FPS,4 years,Challenging
726,Beginner,Adventure,2.5 years,Easy
727,Intermediate,Strategy,1.5 years,Moderate
728,Advanced,RPG,4 years,Challenging
729,Intermediate,Puzzle,3 years,Difficult
730,Beginner,Platformer,1.5 years,Easy
731,Advanced,Racing,2.5 years,Moderate
732,Advanced,Strategy,6 months,Challenging
733,Advanced,Racing,1.5 years,Moderate
734,Intermediate,FPS,5 years,Challenging
735,Intermediate,Adventure,1.5 years,Challenging
736,Intermediate,Strategy,3 years,Easy
737,Advanced,Platformer,2 years,Challenging
738,Beginner,Platformer,2 years,Challenging
739,Beginner,Adventure,1 year,Challenging
740,Intermediate,RPG,5 years,Moderate
741,Beginner,FPS,2.5 years,Moderate
742,Advanced,Puzzle,2.5 years,Easy
743,Intermediate,Puzzle,2.5 years,Easy
744,Intermediate,Strategy,1.5 years,Easy
745,Advanced,Adventure,3 years,Easy
746,Advanced,Adventure,4 years,Easy
747,Beginner,Adventure,1 year,Difficult
748,Intermediate,Sports,3 years,Moderate
749,Advanced,Racing,4 years,Moderate
750,Beginner,RPG,1.5 years,Challenging
751,Beginner,Strategy,1.5 years,Easy
752,Advanced,Sports,4 years,Easy
753,Advanced,Strategy,4 years,Moderate
754,Intermediate,Strategy,3 years,Challenging
755,Beginner,RPG,1.5 years,Difficult
756,Advanced,Simulation,2.5 years,Challenging
757,Beginner,Strategy,1 year,Challenging
758,Beginner,Strategy,2 years,Challenging
759,Beginner,Puzzle,2 years,Challenging
760,Intermediate,Strategy,3 years,Difficult
761,Advanced,RPG,3 years,Challenging
762,Beginner,Platformer,3 years,Challenging
763,Beginner,FPS,2.5 years,Moderate
764,Beginner,Puzzle,5 years,Difficult
765,Advanced,Adventure,1.5 years,Moderate
766,Intermediate,Adventure,5 years,Challenging
767,Intermediate,RPG,1 year,Challenging
768,Advanced,Simulation,3 years,Challenging
769,Beginner,Adventure,2.5 years,Difficult
770,Beginner,Simulation,1 year,Moderate
771,Beginner,Strategy,1.5 years,Moderate
772,Beginner,Simulation,1 year,Difficult
773,Beginner,Strategy,6 months,Easy
774,Beginner,FPS,2 years,Moderate
775,Advanced,Puzzle,1 year,Difficult
776,Advanced,RPG,3 years,Moderate
777,Intermediate,Puzzle,2.5 years,Moderate
778,Advanced,Simulation,1.5 years,Challenging
779,Beginner,Adventure,2.5 years,Moderate
780,Advanced,FPS,6 months,Difficult
781,Intermediate,Sports,3 years,Difficult
782,Beginner,RPG,6 months,Moderate
783,Intermediate,Simulation,2.5 years,Easy
784,Intermediate,Adventure,5 years,Difficult
785,Advanced,Strategy,2 years,Challenging
786,Advanced,FPS,1.5 years,Difficult
787,Intermediate,Simulation,4 years,Difficult
788,Beginner,Simulation,1 year,Difficult
789,Beginner,FPS,5 years,Moderate
790,Intermediate,Platformer,4 years,Moderate
791,Intermediate,Puzzle,2 years,Easy
792,Intermediate,RPG,1.5 years,Challenging
793,Beginner,Platformer,6 months,Difficult
794,Beginner,Simulation,4 years,Difficult
795,Beginner,Platformer,3 years,Difficult
796,Advanced,Platformer,5 years,Easy
797,Beginner,Puzzle,2 years,Difficult
798,Advanced,Sports,5 years,Easy
799,Intermediate,Racing,1.5 years,Moderate
800,Advanced,Strategy,2.5 years,Moderate
801,Beginner,Strategy,2.5 years,Difficult
802,Intermediate,Strategy,1 year,Easy
803,Intermediate,RPG,1 year,Challenging
804,Beginner,Adventure,2 years,Easy
805,Beginner,Adventure,1.5 years,Challenging
806,Intermediate,Platformer,1 year,Difficult
807,Beginner,Puzzle,2.5 years,Moderate
808,Beginner,Simulation,6 months,Easy
809,Advanced,Adventure,4 years,Easy
810,Intermediate,Simulation,3 years,Difficult
811,Advanced,Puzzle,2 years,Challenging
812,Advanced,FPS,1 year,Difficult
813,Intermediate,Simulation,2.5 years,Difficult
814,Intermediate,Racing,5 years,Moderate
815,Beginner,RPG,6 months,Difficult
816,Advanced,Simulation,2 years,Easy
817,Advanced,Sports,2 years,Moderate
818,Beginner,Strategy,5 years,Moderate
819,Beginner,Adventure,1.5 years,Moderate
820,Beginner,Puzzle,2 years,Easy
821,Beginner,Strategy,6 months,Moderate
822,Beginner,Strategy,1.5 years,Challenging
823,Advanced,Sports,3 years,Difficult
824,Advanced,FPS,4 years,Easy
825,Intermediate,Puzzle,3 years,Easy
826,Intermediate,FPS,1 year,Challenging
827,Intermediate,Strategy,2 years,Challenging
828,Intermediate,Adventure,5 years,Challenging
829,Intermediate,Adventure,1 year,Moderate
830,Beginner,Strategy,3 years,Easy
831,Intermediate,Puzzle,2.5 years,Difficult
832,Beginner,Simulation,1 year,Moderate
833,Beginner,Strategy,1.5 years,Challenging
834,Intermediate,Platformer,1.5 years,Difficult
835,Intermediate,Strategy,1 year,Challenging
836,Intermediate,Platformer,2.5 years,Difficult
837,Advanced,Racing,1 year,Difficult
838,Advanced,FPS,6 months,Difficult
839,Intermediate,Racing,3 years,Moderate
840,Advanced,RPG,6 months,Challenging
841,Advanced,Platformer,6 months,Moderate
842,Beginner,RPG,5 years,Challenging
843,Advanced,Adventure,1 year,Challenging
844,Intermediate,FPS,2 years,Challenging
845,Beginner,Puzzle,3 years,Challenging
846,Beginner,RPG,3 years,Challenging
847,Advanced,FPS,4 years,Challenging
848,Advanced,FPS,6 months,Challenging
849,Advanced,Puzzle,3 years,Difficult
850,Advanced,Puzzle,3 years,Difficult
851,Beginner,Strategy,2 years,Difficult
852,Intermediate,Platformer,1 year,Difficult
853,Advanced,RPG,4 years,Challenging
854,Advanced,FPS,1.5 years,Challenging
855,Advanced,Sports,6 months,Moderate
856,Beginner,Racing,4 years,Challenging
857,Intermediate,Simulation,5 years,Moderate
858,Beginner,Simulation,1.5 years,Moderate
859,Advanced,Simulation,6 months,Challenging
860,Beginner,Puzzle,1 year,Easy
861,Advanced,Racing,2.5 years,Challenging
862,Intermediate,Platformer,5 years,Difficult
863,Beginner,Puzzle,6 months,Challenging
864,Advanced,Simulation,5 years,Challenging
865,Beginner,Puzzle,3 years,Easy
866,Beginner,Adventure,3 years,Moderate
867,Advanced,Strategy,4 years,Moderate
868,Beginner,Racing,1.5 years,Easy
869,Advanced,Racing,5 years,Moderate
870,Advanced,Platformer,1.5 years,Easy
871,Beginner,Racing,2.5 years,Difficult
872,Beginner,Adventure,3 years,Easy
873,Beginner,Sports,6 months,Challenging
874,Intermediate,Platformer,1.5 years,Easy
875,Intermediate,RPG,4 years,Moderate
876,Advanced,Adventure,2 years,Challenging
877,Beginner,Adventure,1.5 years,Moderate
878,Intermediate,FPS,1.5 years,Challenging
879,Beginner,Platformer,2 years,Easy
880,Intermediate,Simulation,1 year,Difficult
881,Beginner,Simulation,1.5 years,Easy
882,Intermediate,Puzzle,5 years,Easy
883,Advanced,Strategy,1 year,Easy
884,Beginner,Racing,6 months,Easy
885,Intermediate,Racing,1 year,Difficult
886,Beginner,Sports,4 years,Difficult
887,Beginner,Simulation,3 years,Challenging
888,Beginner,FPS,1 year,Easy
889,Beginner,Platformer,3 years,Moderate
890,Intermediate,Sports,6 months,Easy
891,Intermediate,Sports,2.5 years,Challenging
892,Advanced,Racing,6 months,Moderate
893,Advanced,Sports,1 year,Easy
894,Intermediate,Puzzle,1 year,Easy
895,Beginner,Puzzle,2.5 years,Moderate
896,Intermediate,FPS,3 years,Difficult
897,Beginner,RPG,3 years,Challenging
898,Intermediate,RPG,3 years,Moderate
899,Intermediate,Simulation,4 years,Moderate
900,Beginner,Simulation,2 years,Moderate
901,Intermediate,FPS,5 years,Difficult
902,Intermediate,Sports,1.5 years,Easy
903,Intermediate,FPS,3 years,Easy
904,Advanced,Platformer,3 years,Challenging
905,Intermediate,Platformer,1.5 years,Challenging
906,Intermediate,Simulation,2 years,Challenging
907,Advanced,Simulation,1.5 years,Challenging
908,Beginner,RPG,4 years,Challenging
909,Advanced,Strategy,2 years,Difficult
910,Intermediate,Racing,1.5 years,Moderate
911,Advanced,RPG,3 years,Challenging
912,Advanced,FPS,6 months,Challenging
913,Intermediate,Racing,4 years,Difficult
914,Intermediate,RPG,4 years,Difficult
915,Intermediate,Platformer,2.5 years,Difficult
916,Beginner,Adventure,1.5 years,Difficult
917,Beginner,Strategy,5 years,Difficult
918,Intermediate,Racing,6 months,Easy
919,Intermediate,RPG,6 months,Difficult
920,Advanced,RPG,2 years,Easy
921,Intermediate,Strategy,6 months,Challenging
922,Advanced,Racing,2.5 years,Moderate
923,Advanced,RPG,2.5 years,Easy
924,Intermediate,FPS,4 years,Challenging
925,Advanced,Simulation,6 months,Challenging
926,Beginner,Simulation,4 years,Challenging
927,Beginner,Puzzle,5 years,Difficult
928,Advanced,Simulation,3 years,Easy
929,Beginner,Puzzle,1.5 years,Difficult
930,Intermediate,RPG,6 months,Challenging
931,Intermediate,Simulation,5 years,Challenging
932,Advanced,Simulation,2.5 years,Difficult
933,Intermediate,Platformer,2 years,Moderate
934,Intermediate,Simulation,2 years,Difficult
935,Beginner,RPG,2 years,Easy
936,Beginner,Sports,6 months,Difficult
937,Beginner,Sports,1 year,Easy
938,Beginner,Strategy,2.5 years,Difficult
939,Advanced,Sports,1 year,Challenging
940,Advanced,Simulation,5 years,Difficult
941,Intermediate,FPS,1 year,Challenging
942,Advanced,Racing,2 years,Moderate
943,Beginner,Simulation,1 year,Moderate
944,Beginner,RPG,3 years,Difficult
945,Advanced,Adventure,6 months,Challenging
946,Intermediate,Strategy,1.5 years,Challenging
947,Beginner,Platformer,5 years,Moderate
948,Intermediate,Racing,2 years,Easy
949,Intermediate,Puzzle,4 years,Moderate
950,Beginner,RPG,2.5 years,Moderate
951,Intermediate,Strategy,2.5 years,Easy
952,Advanced,Simulation,5 years,Moderate
953,Beginner,FPS,1 year,Difficult
954,Intermediate,FPS,3 years,Difficult
955,Beginner,Puzzle,2 years,Difficult
956,Advanced,Puzzle,2 years,Moderate
957,Advanced,Puzzle,6 months,Challenging
958,Beginner,Platformer,1 year,Difficult
959,Intermediate,Strategy,5 years,Difficult
960,Advanced,Racing,2.5 years,Easy
961,Beginner,Puzzle,4 years,Difficult
962,Beginner,Racing,4 years,Challenging
963,Intermediate,Puzzle,1.5 years,Difficult
964,Beginner,Simulation,4 years,Moderate
965,Intermediate,Adventure,6 months,Moderate
966,Beginner,Platformer,1 year,Challenging
967,Advanced,Puzzle,6 months,Challenging
968,Intermediate,FPS,4 years,Challenging
969,Advanced,Puzzle,1.5 years,Moderate
970,Advanced,Strategy,1.5 years,Moderate
971,Intermediate,Racing,2.5 years,Easy
972,Intermediate,Racing,1.5 years,Easy
973,Beginner,Strategy,5 years,Easy
974,Beginner,Strategy,2 years,Easy
975,Beginner,Platformer,1.5 years,Moderate
976,Beginner,Simulation,2 years,Moderate
977,Advanced,Strategy,5 years,Difficult
978,Advanced,FPS,1 year,Difficult
979,Intermediate,Puzzle,1.5 years,Easy
980,Intermediate,Simulation,2 years,Challenging
981,Beginner,RPG,2 years,Moderate
982,Beginner,Strategy,1 year,Challenging
983,Intermediate,RPG,4 years,Difficult
984,Advanced,Racing,5 years,Challenging
985,Beginner,Simulation,3 years,Easy
986,Beginner,Simulation,1.5 years,Easy
987,Beginner,Strategy,2 years,Challenging
988,Beginner,RPG,3 years,Moderate
989,Advanced,Strategy,5 years,Challenging
990,Intermediate,Puzzle,3 years,Easy
991,Beginner,Strategy,3 years,Difficult
992,Intermediate,Simulation,4 years,Challenging
993,Advanced,FPS,1.5 years,Difficult
994,Beginner,Racing,4 years,Easy
995,Beginner,Racing,2.5 years,Difficult
996,Intermediate,Racing,4 years,Moderate
997,Advanced,FPS,1.5 years,Challenging
998,Intermediate,Strategy,3 years,Moderate
999,Intermediate,Adventure,3 years,Difficult
1000,Beginner,Puzzle,4 years,Moderate
1001,Beginner,Adventure,5 years,Moderate
1002,Advanced,Platformer,3 years,Moderate
1003,Advanced,Strategy,5 years,Challenging
1004,Beginner,Platformer,2.5 years,Easy
1005,Intermediate,FPS,5 years,Challenging
1006,Beginner,Strategy,5 years,Difficult
1007,Beginner,Platformer,5 years,Moderate
1008,Beginner,RPG,2 years,Challenging
1009,Beginner,Simulation,1 year,Easy
1010,Beginner,Adventure,2 years,Easy
1011,Beginner,FPS,3 years,Moderate
1012,Intermediate,Simulation,2 years,Challenging
1013,Advanced,RPG,6 months,Moderate
1014,Advanced,Sports,1 year,Easy
1015,Beginner,Adventure,1.5 years,Challenging
1016,Advanced,RPG,4 years,Moderate
1017,Advanced,Sports,2 years,Easy
1018,Advanced,Strategy,2 years,Challenging
1019,Intermediate,Platformer,3 years,Challenging
1020,Beginner,Racing,4 years,Challenging
1021,Intermediate,Platformer,3 years,Moderate
1022,Beginner,RPG,5 years,Difficult
1023,Intermediate,Platformer,1 year,Moderate
1024,Beginner,Strategy,2 years,Challenging
1025,Intermediate,Platformer,2 years,Easy
1026,Beginner,Adventure,4 years,Challenging
1027,Intermediate,Racing,2 years,Easy
1028,Advanced,RPG,2.5 years,Challenging
1029,Intermediate,Racing,1 year,Moderate
1030,Advanced,Simulation,2 years,Moderate
1031,Advanced,Adventure,2.5 years,Difficult
1032,Intermediate,FPS,3 years,Challenging
1033,Beginner,Platformer,6 months,Difficult
1034,Intermediate,Racing,2.5 years,Easy
1035,Beginner,Strategy,2.5 years,Moderate
1036,Intermediate,Racing,2 years,Difficult
1037,Beginner,Puzzle,4 years,Challenging
1038,Advanced,Racing,4 years,Moderate
1039,Advanced,RPG,2.5 years,Easy
1040,Advanced,Simulation,2 years,Difficult
1041,Advanced,FPS,2.5 years,Challenging
1042,Intermediate,Strategy,5 years,Easy
1043,Advanced,Platformer,1.5 years,Easy
1044,Beginner,Strategy,1 year,Challenging
1045,Intermediate,Simulation,2 years,Challenging
1046,Intermediate,RPG,5 years,Difficult
1047,Advanced,Strategy,2 years,Easy
1048,Intermediate,Puzzle,1.5 years,Moderate
1049,Intermediate,Platformer,6 months,Moderate
1050,Beginner,Simulation,3 years,Challenging
1051,Beginner,Racing,1.5 years,Moderate
1052,Beginner,FPS,3 years,Moderate
1053,Beginner,Racing,2.5 years,Easy
1054,Advanced,RPG,5 years,Easy
1055,Intermediate,Sports,4 years,Difficult
1056,Advanced,Sports,2.5 years,Moderate
1057,Intermediate,Puzzle,6 months,Challenging
1058,Beginner,Sports,1.5 years,Easy
1059,Intermediate,Adventure,2 years,Moderate
1060,Beginner,Platformer,3 years,Moderate
1061,Intermediate,Adventure,2 years,Moderate
1062,Beginner,RPG,1 year,Easy
1063,Beginner,Racing,4 years,Difficult
1064,Intermediate,Racing,1 year,Easy
1065,Intermediate,Strategy,5 years,Challenging
1066,Beginner,Sports,4 years,Easy
1067,Beginner,Puzzle,4 years,Challenging
1068,Intermediate,Puzzle,2.5 years,Challenging
1069,Beginner,Strategy,2.5 years,Challenging
1070,Intermediate,FPS,2 years,Challenging
1071,Advanced,Sports,3 years,Difficult
1072,Intermediate,Racing,2.5 years,Moderate
1073,Intermediate,Racing,3 years,Easy
1074,Beginner,Platformer,1 year,Challenging
1075,Advanced,Puzzle,1.5 years,Moderate
1076,Advanced,Sports,4 years,Difficult
1077,Beginner,RPG,5 years,Moderate
1078,Advanced,Adventure,5 years,Easy
1079,Advanced,RPG,5 years,Moderate
1080,Beginner,Simulation,1.5 years,Challenging
1081,Intermediate,Simulation,6 months,Easy
1082,Intermediate,Sports,1.5 years,Easy
1083,Advanced,Puzzle,1 year,Easy
1084,Intermediate,RPG,3 years,Challenging
1085,Advanced,Sports,2.5 years,Difficult
1086,Intermediate,Simulation,2 years,Moderate
1087,Intermediate,Simulation,3 years,Difficult
1088,Intermediate,RPG,1 year,Difficult
1089,Advanced,Simulation,1 year,Easy
1090,Beginner,Platformer,5 years,Challenging
1091,Intermediate,FPS,5 years,Challenging
1092,Beginner,Racing,6 months,Moderate
1093,Advanced,RPG,6 months,Difficult
1094,Beginner,Racing,1 year,Challenging
1095,Intermediate,Sports,3 years,Moderate
1096,Advanced,FPS,3 years,Difficult
1097,Advanced,Sports,1 year,Easy
1098,Intermediate,Strategy,1 year,Challenging
1099,Beginner,Strategy,4 years,Easy
1100,Intermediate,FPS,5 years,Challenging
1101,Intermediate,Simulation,1.5 years,Challenging
1102,Beginner,Strategy,3 years,Difficult
1103,Advanced,Puzzle,2 years,Moderate
1104,Advanced,Platformer,1.5 years,Challenging
1105,Advanced,FPS,5 years,Challenging
1106,Advanced,FPS,4 years,Challenging
1107,Advanced,Adventure,2 years,Easy
1108,Beginner,Sports,2.5 years,Moderate
1109,Intermediate,Platformer,4 years,Easy
1110,Advanced,RPG,1.5 years,Difficult
1111,Beginner,FPS,3 years,Moderate
1112,Beginner,Sports,4 years,Moderate
1113,Intermediate,Strategy,3 years,Difficult
1114,Advanced,RPG,2 years,Moderate
1115,Beginner,Racing,4 years,Moderate
1116,Advanced,Puzzle,5 years,Moderate
1117,Intermediate,Simulation,6 months,Challenging
1118,Advanced,Simulation,4 years,Moderate
1119,Intermediate,Adventure,6 months,Difficult
1120,Advanced,FPS,4 years,Moderate
1121,Intermediate,Sports,1 year,Difficult
1122,Intermediate,Sports,2.5 years,Easy
1123,Advanced,Sports,2 years,Easy
1124,Beginner,Racing,3 years,Moderate
1125,Intermediate,Adventure,3 years,Challenging
1126,Advanced,Puzzle,1 year,Difficult
1127,Beginner,Strategy,2.5 years,Easy
1128,Intermediate,Platformer,3 years,Moderate
1129,Beginner,RPG,6 months,Challenging
1130,Advanced,Simulation,2.5 years,Easy
1131,Advanced,Simulation,4 years,Difficult
